municipio_norm,uf,municipio_ibge,codigo_ibge,regiao_intermediaria,regiao_imediata,mesorregiao
CAMPINAS,SP,Campinas,3509502,Campinas,Campinas,Campinas
CAMPO LIMPO PAULISTA,SP,Campo Limpo Paulista,3509601,Campinas,Jundiaí,Macro Metropolitana Paulista
CAMPOS DO JORDAO,SP,Campos do Jordão,3509700,São José dos Campos,Taubaté - Pindamonhangaba,Vale do Paraíba Paulista
CAMPOS NOVOS PAULISTA,SP,Campos Novos Paulista,3509809,Marília,Marília,Assis
CANANEIA,SP,Cananéia,3509908,Sorocaba,Registro,Litoral Sul Paulista
CANAS,SP,Canas,3509957,São José dos Campos,Guaratinguetá,Vale do Paraíba Paulista
CANDIDO MOTA,SP,Cândido Mota,3510005,Marília,Assis,Assis
CANDIDO RODRIGUES,SP,Cândido Rodrigues,3510104,Araraquara,Araraquara,Ribeirão Preto
CANITAR,SP,Canitar,3510153,Marília,Ourinhos,Assis
CAPAO BONITO,SP,Capão Bonito,3510203,Sorocaba,Itapeva,Itapetininga
CAPELA DO ALTO,SP,Capela do Alto,3510302,Sorocaba,Sorocaba,Macro Metropolitana Paulista
CAPIVARI,SP,Capivari,3510401,Campinas,Piracicaba,Piracicaba
CARAGUATATUBA,SP,Caraguatatuba,3510500,São José dos Campos,Caraguatatuba - Ubatuba - São Sebastião,Vale do Paraíba Paulista
CARAPICUIBA,SP,Carapicuíba,3510609,São Paulo,São Paulo,Metropolitana de São Paulo
CARDOSO,SP,Cardoso,3510708,São José do Rio Preto,Votuporanga,São José do Rio Preto
CASA BRANCA,SP,Casa Branca,3510807,Campinas,São João da Boa Vista,Campinas
CASSIA DOS COQUEIROS,SP,Cássia dos Coqueiros,3510906,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto
CASTILHO,SP,Castilho,3511003,Araçatuba,Andradina,Araçatuba
CATANDUVA,SP,Catanduva,3511102,São José do Rio Preto,Catanduva,São José do Rio Preto
CATIGUA,SP,Catiguá,3511201,São José do Rio Preto,Catanduva,São José do Rio Preto
CEDRAL,SP,Cedral,3511300,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
CERQUEIRA CESAR,SP,Cerqueira César,3511409,Sorocaba,Avaré,Bauru
CERQUILHO,SP,Cerquilho,3511508,Sorocaba,Sorocaba,Itapetininga
CESARIO LANGE,SP,Cesário Lange,3511607,Sorocaba,Tatuí,Itapetininga
CHARQUEADA,SP,Charqueada,3511706,Campinas,Piracicaba,Piracicaba
CLEMENTINA,SP,Clementina,3511904,Araçatuba,Birigui - Penápolis,Araçatuba
COLINA,SP,Colina,3512001,Ribeirão Preto,Barretos,Ribeirão Preto
COLOMBIA,SP,Colômbia,3512100,Ribeirão Preto,Barretos,Ribeirão Preto
CONCHAL,SP,Conchal,3512209,Campinas,Araras,Piracicaba
CONCHAS,SP,Conchas,3512308,Bauru,Botucatu,Bauru
CORDEIROPOLIS,SP,Cordeirópolis,3512407,Campinas,Limeira,Piracicaba
COROADOS,SP,Coroados,3512506,Araçatuba,Birigui - Penápolis,Araçatuba
CORONEL MACEDO,SP,Coronel Macedo,3512605,Sorocaba,Avaré,Itapetininga
CORUMBATAI,SP,Corumbataí,3512704,Campinas,Rio Claro,Piracicaba
COSMOPOLIS,SP,Cosmópolis,3512803,Campinas,Campinas,Campinas
COSMORAMA,SP,Cosmorama,3512902,São José do Rio Preto,Votuporanga,São José do Rio Preto
COTIA,SP,Cotia,3513009,São Paulo,São Paulo,Metropolitana de São Paulo
CRAVINHOS,SP,Cravinhos,3513108,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto
CRISTAIS PAULISTA,SP,Cristais Paulista,3513207,Ribeirão Preto,Franca,Ribeirão Preto
CRUZALIA,SP,Cruzália,3513306,Marília,Assis,Assis
CRUZEIRO,SP,Cruzeiro,3513405,São José dos Campos,Cruzeiro,Vale do Paraíba Paulista
CUBATAO,SP,Cubatão,3513504,São Paulo,Santos,Metropolitana de São Paulo
CUNHA,SP,Cunha,3513603,São José dos Campos,Guaratinguetá,Vale do Paraíba Paulista
DESCALVADO,SP,Descalvado,3513702,Araraquara,São Carlos,Araraquara
DIADEMA,SP,Diadema,3513801,São Paulo,São Paulo,Metropolitana de São Paulo
DIRCE REIS,SP,Dirce Reis,3513850,São José do Rio Preto,Jales,São José do Rio Preto
DIVINOLANDIA,SP,Divinolândia,3513900,Campinas,São José do Rio Pardo - Mococa,Campinas
DOBRADA,SP,Dobrada,3514007,Araraquara,Araraquara,Araraquara
DOIS CORREGOS,SP,Dois Córregos,3514106,Bauru,Jaú,Bauru
DOLCINOPOLIS,SP,Dolcinópolis,3514205,São José do Rio Preto,Jales,São José do Rio Preto
DOURADO,SP,Dourado,3514304,Araraquara,São Carlos,Araraquara
DRACENA,SP,Dracena,3514403,Presidente Prudente,Dracena,Presidente Prudente
DUARTINA,SP,Duartina,3514502,Bauru,Bauru,Bauru
DUMONT,SP,Dumont,3514601,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto
ECHAPORA,SP,Echaporã,3514700,Marília,Marília,Marília
ELDORADO,SP,Eldorado,3514809,Sorocaba,Registro,Litoral Sul Paulista
ELIAS FAUSTO,SP,Elias Fausto,3514908,Campinas,Campinas,Campinas
ELISIARIO,SP,Elisiário,3514924,São José do Rio Preto,Catanduva,São José do Rio Preto
EMBAUBA,SP,Embaúba,3514957,São José do Rio Preto,Catanduva,São José do Rio Preto
EMBU DAS ARTES,SP,Embu das Artes,3515004,São Paulo,São Paulo,Metropolitana de São Paulo
EMBU GUACU,SP,Embu-Guaçu,3515103,São Paulo,São Paulo,Metropolitana de São Paulo
EMILIANOPOLIS,SP,Emilianópolis,3515129,Presidente Prudente,Presidente Prudente,Presidente Prudente
ENGENHEIRO COELHO,SP,Engenheiro Coelho,3515152,Campinas,Limeira,Campinas
ESPIRITO SANTO DO PINHAL,SP,Espírito Santo do Pinhal,3515186,Campinas,São João da Boa Vista,Campinas
ESPIRITO SANTO DO TURVO,SP,Espírito Santo do Turvo,3515194,Marília,Ourinhos,Assis
ESTRELA DOESTE,SP,Estrela d'Oeste,3515202,São José do Rio Preto,Fernandópolis,São José do Rio Preto
ESTRELA DO NORTE,SP,Estrela do Norte,3515301,Presidente Prudente,Presidente Prudente,Presidente Prudente
EUCLIDES DA CUNHA PAULISTA,SP,Euclides da Cunha Paulista,3515350,Presidente Prudente,Presidente Prudente,Presidente Prudente
FARTURA,SP,Fartura,3515400,Marília,Piraju,Assis
FERNANDOPOLIS,SP,Fernandópolis,3515509,São José do Rio Preto,Fernandópolis,São José do Rio Preto
FERNANDO PRESTES,SP,Fernando Prestes,3515608,São José do Rio Preto,Catanduva,Ribeirão Preto
FERNAO,SP,Fernão,3515657,Marília,Marília,Marília
FERRAZ DE VASCONCELOS,SP,Ferraz de Vasconcelos,3515707,São Paulo,São Paulo,Metropolitana de São Paulo
FLORA RICA,SP,Flora Rica,3515806,Presidente Prudente,Dracena,Presidente Prudente
FLOREAL,SP,Floreal,3515905,São José do Rio Preto,Votuporanga,São José do Rio Preto
FLORIDA PAULISTA,SP,Flórida Paulista,3516002,Presidente Prudente,Adamantina - Lucélia,Presidente Prudente
FLORINEA,SP,Florínea,3516101,Marília,Assis,Assis
FRANCA,SP,Franca,3516200,Ribeirão Preto,Franca,Ribeirão Preto
FRANCISCO MORATO,SP,Francisco Morato,3516309,São Paulo,São Paulo,Metropolitana de São Paulo
FRANCO DA ROCHA,SP,Franco da Rocha,3516408,São Paulo,São Paulo,Metropolitana de São Paulo
GABRIEL MONTEIRO,SP,Gabriel Monteiro,3516507,Araçatuba,Birigui - Penápolis,Araçatuba
GALIA,SP,Gália,3516606,Marília,Marília,Marília
GARCA,SP,Garça,3516705,Marília,Marília,Marília
GASTAO VIDIGAL,SP,Gastão Vidigal,3516804,Araçatuba,Araçatuba,São José do Rio Preto
GAVIAO PEIXOTO,SP,Gavião Peixoto,3516853,Araraquara,Araraquara,Araraquara
GENERAL SALGADO,SP,General Salgado,3516903,Araçatuba,Araçatuba,São José do Rio Preto
GETULINA,SP,Getulina,3517000,Marília,Marília,Bauru
GLICERIO,SP,Glicério,3517109,Araçatuba,Birigui - Penápolis,Araçatuba
GUAICARA,SP,Guaiçara,3517208,Bauru,Lins,Bauru
GUAIMBE,SP,Guaimbê,3517307,Marília,Marília,Bauru
GUAIRA,SP,Guaíra,3517406,Ribeirão Preto,Barretos,Ribeirão Preto
GUAPIACU,SP,Guapiaçu,3517505,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
GUAPIARA,SP,Guapiara,3517604,Sorocaba,Itapeva,Itapetininga
GUARA,SP,Guará,3517703,Ribeirão Preto,Ituverava,Ribeirão Preto
GUARACAI,SP,Guaraçaí,3517802,Araçatuba,Andradina,Araçatuba
GUARACI,SP,Guaraci,3517901,Ribeirão Preto,Barretos,São José do Rio Preto
GUARANI DOESTE,SP,Guarani d'Oeste,3518008,São José do Rio Preto,Fernandópolis,São José do Rio Preto
GUARANTA,SP,Guarantã,3518107,Bauru,Lins,Bauru
GUARARAPES,SP,Guararapes,3518206,Araçatuba,Araçatuba,Araçatuba
GUARAREMA,SP,Guararema,3518305,São Paulo,São Paulo,Metropolitana de São Paulo
GUARATINGUETA,SP,Guaratinguetá,3518404,São José dos Campos,Guaratinguetá,Vale do Paraíba Paulista
GUAREI,SP,Guareí,3518503,Sorocaba,Itapetininga,Itapetininga
GUARIBA,SP,Guariba,3518602,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto
GUARUJA,SP,Guarujá,3518701,São Paulo,Santos,Metropolitana de São Paulo
GUARULHOS,SP,Guarulhos,3518800,São Paulo,São Paulo,Metropolitana de São Paulo
GUATAPARA,SP,Guatapará,3518859,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto
GUZOLANDIA,SP,Guzolândia,3518909,Araçatuba,Araçatuba,São José do Rio Preto
HERCULANDIA,SP,Herculândia,3519006,Marília,Tupã,Marília
HOLAMBRA,SP,Holambra,3519055,Campinas,Campinas,Campinas
HORTOLANDIA,SP,Hortolândia,3519071,Campinas,Campinas,Campinas
IACANGA,SP,Iacanga,3519105,Bauru,Bauru,Bauru
IACRI,SP,Iacri,3519204,Marília,Tupã,Marília
IARAS,SP,Iaras,3519253,Sorocaba,Avaré,Bauru
IBATE,SP,Ibaté,3519303,Araraquara,São Carlos,Araraquara
IBIRA,SP,Ibirá,3519402,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
IBIRAREMA,SP,Ibirarema,3519501,Marília,Ourinhos,Assis
IBITINGA,SP,Ibitinga,3519600,Araraquara,Araraquara,Araraquara
IBIUNA,SP,Ibiúna,3519709,Sorocaba,Sorocaba,Macro Metropolitana Paulista
ICEM,SP,Icém,3519808,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
IEPE,SP,Iepê,3519907,Presidente Prudente,Presidente Prudente,Assis
IGARACU DO TIETE,SP,Igaraçu do Tietê,3520004,Bauru,Jaú,Bauru
IGARAPAVA,SP,Igarapava,3520103,Ribeirão Preto,Ituverava,Ribeirão Preto
IGARATA,SP,Igaratá,3520202,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista
IGUAPE,SP,Iguape,3520301,Sorocaba,Registro,Litoral Sul Paulista
ILHABELA,SP,Ilhabela,3520400,São José dos Campos,Caraguatatuba - Ubatuba - São Sebastião,Vale do Paraíba Paulista
ILHA COMPRIDA,SP,Ilha Comprida,3520426,Sorocaba,Registro,Litoral Sul Paulista
ILHA SOLTEIRA,SP,Ilha Solteira,3520442,Araçatuba,Andradina,Araçatuba
INDAIATUBA,SP,Indaiatuba,3520509,Campinas,Campinas,Campinas
INDIANA,SP,Indiana,3520608,Presidente Prudente,Presidente Prudente,Presidente Prudente
INDIAPORA,SP,Indiaporã,3520707,São José do Rio Preto,Fernandópolis,São José do Rio Preto
INUBIA PAULISTA,SP,Inúbia Paulista,3520806,Presidente Prudente,Adamantina - Lucélia,Presidente Prudente
IPAUSSU,SP,Ipaussu,3520905,Marília,Ourinhos,Assis
IPERO,SP,Iperó,3521002,Sorocaba,Sorocaba,Macro Metropolitana Paulista
IPEUNA,SP,Ipeúna,3521101,Campinas,Rio Claro,Piracicaba
IPIGUA,SP,Ipiguá,3521150,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
IPORANGA,SP,Iporanga,3521200,Sorocaba,Registro,Itapetininga
IPUA,SP,Ipuã,3521309,Ribeirão Preto,São Joaquim da Barra ¿ Orlândia,Ribeirão Preto
IRACEMAPOLIS,SP,Iracemápolis,3521408,Campinas,Limeira,Piracicaba
IRAPUA,SP,Irapuã,3521507,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
IRAPURU,SP,Irapuru,3521606,Presidente Prudente,Dracena,Presidente Prudente
ITABERA,SP,Itaberá,3521705,Sorocaba,Itapeva,Itapetininga
ITAI,SP,Itaí,3521804,Sorocaba,Avaré,Bauru
ITAJOBI,SP,Itajobi,3521903,São José do Rio Preto,Catanduva,São José do Rio Preto
ITAJU,SP,Itaju,3522000,Bauru,Jaú,Bauru
ITANHAEM,SP,Itanhaém,3522109,São Paulo,Santos,Litoral Sul Paulista
ITAOCA,SP,Itaoca,3522158,Sorocaba,Itapeva,Itapetininga
ITAPECERICA DA SERRA,SP,Itapecerica da Serra,3522208,São Paulo,São Paulo,Metropolitana de São Paulo
ITAPETININGA,SP,Itapetininga,3522307,Sorocaba,Itapetininga,Itapetininga
ITAPEVA,SP,Itapeva,3522406,Sorocaba,Itapeva,Itapetininga
ITAPEVI,SP,Itapevi,3522505,São Paulo,São Paulo,Metropolitana de São Paulo
ITAPIRA,SP,Itapira,3522604,Campinas,Mogi Guaçu,Campinas
ITAPIRAPUA PAULISTA,SP,Itapirapuã Paulista,3522653,Sorocaba,Itapeva,Itapetininga
ITAPOLIS,SP,Itápolis,3522703,Araraquara,Araraquara,Araraquara
ITAPORANGA,SP,Itaporanga,3522802,Sorocaba,Itapeva,Itapetininga
ITAPUI,SP,Itapuí,3522901,Bauru,Jaú,Bauru
ITAPURA,SP,Itapura,3523008,Araçatuba,Andradina,Araçatuba
ITAQUAQUECETUBA,SP,Itaquaquecetuba,3523107,São Paulo,São Paulo,Metropolitana de São Paulo
ITARARE,SP,Itararé,3523206,Sorocaba,Itapeva,Itapetininga
ITARIRI,SP,Itariri,3523305,São Paulo,Santos,Litoral Sul Paulista
ITATIBA,SP,Itatiba,3523404,Campinas,Jundiaí,Macro Metropolitana Paulista
ITATINGA,SP,Itatinga,3523503,Bauru,Botucatu,Bauru
ITIRAPINA,SP,Itirapina,3523602,Araraquara,São Carlos,Piracicaba
ITIRAPUA,SP,Itirapuã,3523701,Ribeirão Preto,Franca,Ribeirão Preto
ITOBI,SP,Itobi,3523800,Campinas,São José do Rio Pardo - Mococa,Campinas
ITU,SP,Itu,3523909,Sorocaba,Sorocaba,Macro Metropolitana Paulista
ITUPEVA,SP,Itupeva,3524006,Campinas,Jundiaí,Macro Metropolitana Paulista
ITUVERAVA,SP,Ituverava,3524105,Ribeirão Preto,Ituverava,Ribeirão Preto
JABORANDI,SP,Jaborandi,3524204,Ribeirão Preto,Barretos,Ribeirão Preto
JABOTICABAL,SP,Jaboticabal,3524303,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto
JACAREI,SP,Jacareí,3524402,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista
JACI,SP,Jaci,3524501,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
JACUPIRANGA,SP,Jacupiranga,3524600,Sorocaba,Registro,Litoral Sul Paulista
JAGUARIUNA,SP,Jaguariúna,3524709,Campinas,Campinas,Campinas
JALES,SP,Jales,3524808,São José do Rio Preto,Jales,São José do Rio Preto
JAMBEIRO,SP,Jambeiro,3524907,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista
JANDIRA,SP,Jandira,3525003,São Paulo,São Paulo,Metropolitana de São Paulo
JARDINOPOLIS,SP,Jardinópolis,3525102,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto
JARINU,SP,Jarinu,3525201,Campinas,Jundiaí,Macro Metropolitana Paulista
JAU,SP,Jaú,3525300,Bauru,Jaú,Bauru
JERIQUARA,SP,Jeriquara,3525409,Ribeirão Preto,Franca,Ribeirão Preto
JOANOPOLIS,SP,Joanópolis,3525508,Campinas,Bragança Paulista,Macro Metropolitana Paulista
JOAO RAMALHO,SP,João Ramalho,3525607,Presidente Prudente,Presidente Prudente,Presidente Prudente
JOSE BONIFACIO,SP,José Bonifácio,3525706,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
JULIO MESQUITA,SP,Júlio Mesquita,3525805,Marília,Marília,Bauru
JUMIRIM,SP,Jumirim,3525854,Sorocaba,Sorocaba,Piracicaba
JUNDIAI,SP,Jundiaí,3525904,Campinas,Jundiaí,Macro Metropolitana Paulista
JUNQUEIROPOLIS,SP,Junqueirópolis,3526001,Presidente Prudente,Dracena,Presidente Prudente
JUQUIA,SP,Juquiá,3526100,Sorocaba,Registro,Litoral Sul Paulista
JUQUITIBA,SP,Juquitiba,3526209,São Paulo,São Paulo,Metropolitana de São Paulo
LAGOINHA,SP,Lagoinha,3526308,São José dos Campos,Taubaté - Pindamonhangaba,Vale do Paraíba Paulista
LARANJAL PAULISTA,SP,Laranjal Paulista,3526407,Campinas,Piracicaba,Itapetininga
LAVINIA,SP,Lavínia,3526506,Araçatuba,Andradina,Araçatuba
LAVRINHAS,SP,Lavrinhas,3526605,São José dos Campos,Cruzeiro,Vale do Paraíba Paulista
LEME,SP,Leme,3526704,Campinas,Araras,Piracicaba
LENCOIS PAULISTA,SP,Lençóis Paulista,3526803,Bauru,Bauru,Bauru
LIMEIRA,SP,Limeira,3526902,Campinas,Limeira,Piracicaba
LINDOIA,SP,Lindóia,3527009,Campinas,Amparo,Campinas
LINS,SP,Lins,3527108,Bauru,Lins,Bauru
LORENA,SP,Lorena,3527207,São José dos Campos,Guaratinguetá,Vale do Paraíba Paulista
LOURDES,SP,Lourdes,3527256,Araçatuba,Birigui - Penápolis,Araçatuba
LOUVEIRA,SP,Louveira,3527306,Campinas,Jundiaí,Macro Metropolitana Paulista
LUCELIA,SP,Lucélia,3527405,Presidente Prudente,Adamantina - Lucélia,Presidente Prudente
LUCIANOPOLIS,SP,Lucianópolis,3527504,Bauru,Bauru,Bauru
LUIS ANTONIO,SP,Luís Antônio,3527603,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto
LUIZIANIA,SP,Luiziânia,3527702,Araçatuba,Birigui - Penápolis,Araçatuba
LUPERCIO,SP,Lupércio,3527801,Marília,Marília,Marília
LUTECIA,SP,Lutécia,3527900,Marília,Assis,Assis
MACATUBA,SP,Macatuba,3528007,Bauru,Bauru,Bauru
MACAUBAL,SP,Macaubal,3528106,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
MACEDONIA,SP,Macedônia,3528205,São José do Rio Preto,Fernandópolis,São José do Rio Preto
MAGDA,SP,Magda,3528304,Araçatuba,Araçatuba,São José do Rio Preto
MAIRINQUE,SP,Mairinque,3528403,Sorocaba,Sorocaba,Macro Metropolitana Paulista
MAIRIPORA,SP,Mairiporã,3528502,São Paulo,São Paulo,Metropolitana de São Paulo
MANDURI,SP,Manduri,3528601,Sorocaba,Avaré,Assis
MARABA PAULISTA,SP,Marabá Paulista,3528700,Presidente Prudente,Presidente Epitácio-Presidente Venceslau,Presidente Prudente
MARACAI,SP,Maracaí,3528809,Marília,Assis,Assis
MARAPOAMA,SP,Marapoama,3528858,São José do Rio Preto,Catanduva,São José do Rio Preto
MARIAPOLIS,SP,Mariápolis,3528908,Presidente Prudente,Adamantina - Lucélia,Presidente Prudente
MARILIA,SP,Marília,3529005,Marília,Marília,Marília
MARINOPOLIS,SP,Marinópolis,3529104,São José do Rio Preto,Jales,São José do Rio Preto
MARTINOPOLIS,SP,Martinópolis,3529203,Presidente Prudente,Presidente Prudente,Presidente Prudente
MATAO,SP,Matão,3529302,Araraquara,Araraquara,Araraquara
MAUA,SP,Mauá,3529401,São Paulo,São Paulo,Metropolitana de São Paulo
MENDONCA,SP,Mendonça,3529500,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
MERIDIANO,SP,Meridiano,3529609,São José do Rio Preto,Fernandópolis,São José do Rio Preto
MESOPOLIS,SP,Mesópolis,3529658,São José do Rio Preto,Jales,São José do Rio Preto
MIGUELOPOLIS,SP,Miguelópolis,3529708,Ribeirão Preto,Ituverava,Ribeirão Preto
MINEIROS DO TIETE,SP,Mineiros do Tietê,3529807,Bauru,Jaú,Bauru
MIRACATU,SP,Miracatu,3529906,Sorocaba,Registro,Litoral Sul Paulista
MIRA ESTRELA,SP,Mira Estrela,3530003,São José do Rio Preto,Fernandópolis,São José do Rio Preto
MIRANDOPOLIS,SP,Mirandópolis,3530102,Araçatuba,Andradina,Araçatuba
MIRANTE DO PARANAPANEMA,SP,Mirante do Paranapanema,3530201,Presidente Prudente,Presidente Prudente,Presidente Prudente
MIRASSOL,SP,Mirassol,3530300,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
MIRASSOLANDIA,SP,Mirassolândia,3530409,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
MOCOCA,SP,Mococa,3530508,Campinas,São José do Rio Pardo - Mococa,Campinas
MOGI DAS CRUZES,SP,Mogi das Cruzes,3530607,São Paulo,São Paulo,Metropolitana de São Paulo
MOGI GUACU,SP,Mogi Guaçu,3530706,Campinas,Mogi Guaçu,Campinas
MOGI MIRIM,SP,Mogi Mirim,3530805,Campinas,Mogi Guaçu,Campinas
MOMBUCA,SP,Mombuca,3530904,Campinas,Piracicaba,Piracicaba
MONCOES,SP,Monções,3531001,Araçatuba,Araçatuba,São José do Rio Preto
MONGAGUA,SP,Mongaguá,3531100,São Paulo,Santos,Litoral Sul Paulista
MONTE ALEGRE DO SUL,SP,Monte Alegre do Sul,3531209,Campinas,Amparo,Campinas
MONTE ALTO,SP,Monte Alto,3531308,Ribeirão Preto,Ribeirão Preto,Ribeirão Preto
MONTE APRAZIVEL,SP,Monte Aprazível,3531407,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
MONTE AZUL PAULISTA,SP,Monte Azul Paulista,3531506,Ribeirão Preto,Barretos,Ribeirão Preto
MONTE CASTELO,SP,Monte Castelo,3531605,Presidente Prudente,Dracena,Presidente Prudente
MONTEIRO LOBATO,SP,Monteiro Lobato,3531704,São José dos Campos,São José dos Campos,Vale do Paraíba Paulista
MONTE MOR,SP,Monte Mor,3531803,Campinas,Campinas,Campinas
MORRO AGUDO,SP,Morro Agudo,3531902,Ribeirão Preto,São Joaquim da Barra ¿ Orlândia,Ribeirão Preto
MORUNGABA,SP,Morungaba,3532009,Campinas,Jundiaí,Macro Metropolitana Paulista
MOTUCA,SP,Motuca,3532058,Araraquara,Araraquara,Araraquara
MURUTINGA DO SUL,SP,Murutinga do Sul,3532108,Araçatuba,Andradina,Araçatuba
NANTES,SP,Nantes,3532157,Presidente Prudente,Presidente Prudente,Assis
NARANDIBA,SP,Narandiba,3532207,Presidente Prudente,Presidente Prudente,Presidente Prudente
NATIVIDADE DA SERRA,SP,Natividade da Serra,3532306,São José dos Campos,Taubaté - Pindamonhangaba,Vale do Paraíba Paulista
NAZARE PAULISTA,SP,Nazaré Paulista,3532405,Campinas,Bragança Paulista,Macro Metropolitana Paulista
NEVES PAULISTA,SP,Neves Paulista,3532504,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
NHANDEARA,SP,Nhandeara,3532603,São José do Rio Preto,Votuporanga,São José do Rio Preto
NIPOA,SP,Nipoã,3532702,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
NOVA ALIANCA,SP,Nova Aliança,3532801,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
NOVA CAMPINA,SP,Nova Campina,3532827,Sorocaba,Itapeva,Itapetininga
NOVA CANAA PAULISTA,SP,Nova Canaã Paulista,3532843,São José do Rio Preto,Santa Fé do Sul,São José do Rio Preto
NOVA CASTILHO,SP,Nova Castilho,3532868,Araçatuba,Araçatuba,São José do Rio Preto
NOVA EUROPA,SP,Nova Europa,3532900,Araraquara,Araraquara,Araraquara
NOVA GRANADA,SP,Nova Granada,3533007,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
NOVA GUATAPORANGA,SP,Nova Guataporanga,3533106,Presidente Prudente,Dracena,Presidente Prudente
NOVA INDEPENDENCIA,SP,Nova Independência,3533205,Araçatuba,Andradina,Araçatuba
NOVAIS,SP,Novais,3533254,São José do Rio Preto,Catanduva,São José do Rio Preto
NOVA LUZITANIA,SP,Nova Luzitânia,3533304,Araçatuba,Araçatuba,São José do Rio Preto
NOVA ODESSA,SP,Nova Odessa,3533403,Campinas,Campinas,Campinas
NOVO HORIZONTE,SP,Novo Horizonte,3533502,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
NUPORANGA,SP,Nuporanga,3533601,Ribeirão Preto,São Joaquim da Barra ¿ Orlândia,Ribeirão Preto
OCAUCU,SP,Ocauçu,3533700,Marília,Marília,Marília
OLEO,SP,Óleo,3533809,Sorocaba,Avaré,Assis
OLIMPIA,SP,Olímpia,3533908,Ribeirão Preto,Barretos,São José do Rio Preto
ONDA VERDE,SP,Onda Verde,3534005,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
ORIENTE,SP,Oriente,3534104,Marília,Marília,Marília
ORINDIUVA,SP,Orindiúva,3534203,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
ORLANDIA,SP,Orlândia,3534302,Ribeirão Preto,São Joaquim da Barra ¿ Orlândia,Ribeirão Preto
OSASCO,SP,Osasco,3534401,São Paulo,São Paulo,Metropolitana de São Paulo
OSCAR BRESSANE,SP,Oscar Bressane,3534500,Marília,Marília,Marília
OSVALDO CRUZ,SP,Osvaldo Cruz,3534609,Presidente Prudente,Adamantina - Lucélia,Presidente Prudente
OURINHOS,SP,Ourinhos,3534708,Marília,Ourinhos,Assis
OUROESTE,SP,Ouroeste,3534757,São José do Rio Preto,Fernandópolis,São José do Rio Preto
OURO VERDE,SP,Ouro Verde,3534807,Presidente Prudente,Dracena,Presidente Prudente
PACAEMBU,SP,Pacaembu,3534906,Presidente Prudente,Adamantina - Lucélia,Presidente Prudente
PALESTINA,SP,Palestina,3535002,São José do Rio Preto,São José do Rio Preto,São José do Rio Preto
